username,name,bio,created_at,account_age_days,followers,following,statuses_count,default_profile_image,verified,post_text,label
carla_silva40,Fernanda Souza,estudante de enfermagem,2026-02-25 09:00:00,207,147,278,426,0,0,opiniao impopular: filme antigo e melhor que remake depois conto o resto (28),0
mariana_lima,Carla Souza,corredora amadora | 42k,2026-06-27 10:00:00,85,2,401,228,0,0,"terminei de ler o livro que a Diego indicou, valeu a pena depois conto o resto",0
user8674114,Ganhe 1000,,2026-06-03 13:45:00,108,0,2942,1127,1,0,Airdrop de cripto liberado! dobre seu investimento em 24h https://cutt.ly/7m1m12,1
juliana_rocha23,Juliana Alves,musico nos fins de semana,2018-12-03 20:00:00,2847,1178,1840,259,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio depois conto o resto,0
helena_silva,Helena Rocha,professora de historia,2012-11-14 04:00:00,5058,35,47,573,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo ate semana que vem (52),0
igor_souza,Nara Rocha,professora de historia,2025-10-26 05:00:00,329,560,681,595,0,0,"alguem ai assistiu o jogo de ontem? que segundo tempo no mais, tudo tranquilo (34)",0
mariana_silva84,Helena Silva,professora de historia,2016-02-28 14:00:00,3856,40,81,699,0,0,"chuva forte aqui em Salvador hoje, transito parado coisa de louco",0
diego_souza38,Lucas Lima,estudante de enfermagem,2014-02-08 00:00:00,4607,76,59,316,0,0,"terminei de ler o livro que a Diego indicou, valeu a pena (36)",0
nara_rocha,Juliana Alves,corredora amadora | 42k,2017-05-06 07:00:00,3424,334,641,147,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal no mais, tudo tranquilo (82)",0
paula_alves,Rafael Lima,fotografa e mae de dois,2014-07-18 22:00:00,4446,127,37,701,0,0,"chuva forte aqui em Curitiba hoje, transito parado que dia",0
carla_alves,Diego Lima,estudante de enfermagem,2014-04-30 09:00:00,4526,199,257,1527,0,0,"terminei de ler o livro que a Igor indicou, valeu a pena depois conto o resto",0
nara_lima31,Rafael Martins,fotografa e mae de dois,2025-03-19 20:00:00,549,69,70,44,0,0,quem ai tambem acordou cedo pra treinar? valeu quem ajudou,1
igor_rocha75,Diego Silva,"dev backend, cafe e gatos",2020-04-10 01:00:00,2354,52,30,118,0,0,opiniao impopular: filme antigo e melhor que remake recomendo (88),0
juliana_souza,Helena Silva,fotografa e mae de dois,2022-05-25 09:00:00,1579,460,543,3078,1,0,dica pra quem estuda seguranca: pratique em laboratorio proprio ate semana que vem,0
paula_lima68,Mariana Souza,professora de historia,2022-05-23 07:00:00,1581,857,1213,807,0,0,recomendo muito esse restaurante novo no centro de Recife que dia,0
otavio_rocha72,Carla Silva,corredora amadora | 42k,2026-03-12 10:00:00,192,769,903,551,0,0,"treino feito, 6km hoje. devagar mas chegando",0
ganhe3062716,Promo 999,link na bio https://is.gd/4i878d,2026-02-23 14:12:00,208,3,3200,3662,1,0,"Cupom exclusivo de R$ 200, ultimas vagas, clique no link https://is.gd/4i878d",1
diego_alves92,Diego Lima,musico nos fins de semana,2014-05-29 21:00:00,4496,368,367,309,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio enfim,0
carla_silva8,Juliana Rocha,professora de historia,2019-01-30 15:00:00,2789,350,614,101,0,0,"obrigada pelas mensagens de aniversario, gente que dia",0
juliana_silva,Nara Alves,musico nos fins de semana,2020-07-20 18:00:00,2252,56,92,311,0,0,"bom dia, cafe e mais um dia de trabalho por aqui bora pra cima",0
igor_lima58,Igor Lima,"pai do Theo, torcedor sofredor",2023-10-17 12:00:00,1069,84,42,263,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio amanha continuo,0
paula_lima,Otavio Silva,,2015-06-30 17:00:00,4099,36,71,93,0,0,"treino feito, 6km hoje. devagar mas chegando ate semana que vem",0
carla_rocha,Helena Alves,corredora amadora | 42k,2022-08-12 12:00:00,1500,111,129,138,0,0,"bom dia, cafe e mais um dia de trabalho por aqui depois conto o resto",0
lucro7519051,Ana 7712,link na bio https://is.gd/an3ec1,2026-07-18 16:03:00,63,13,1593,3344,0,0,Airdrop de cripto liberado! dobre seu investimento em 24h https://is.gd/an3ec1,1
paula_silva,Otavio Silva,estudante de enfermagem,2026-08-02 07:00:00,49,25,441,152,0,0,"chuva forte aqui em Sao Paulo hoje, transito parado",0
bruno_souza46,Helena Lima,corredora amadora | 42k,2021-03-15 06:00:00,2015,243,177,1360,0,0,promocao de hoje na loja: cupom de 20% pra quem chegar antes do meio dia,0
bruno_alves14,Mariana Rocha,estudante de enfermagem,2021-05-02 14:00:00,1966,94,45,281,0,0,"obrigada pelas mensagens de aniversario, gente amanha continuo",0
paula_alves75,Lucas Souza,corredora amadora | 42k,2023-09-15 07:00:00,1101,700,798,171,0,0,opiniao impopular: filme antigo e melhor que remake no fim deu certo,0
bruno_rocha93,Diego Rocha,,2014-12-11 06:00:00,4301,293,426,141,0,0,"vagas limitadas no curso de bolo caseiro, chama no direct pra reservar",0
bruno_rocha,Ana Martins,musico nos fins de semana,2021-11-08 05:00:00,1777,964,1070,133,0,0,"que dia lindo hoje, aproveitando o sol",1
ana_rocha,Igor Lima,"pai do Theo, torcedor sofredor",2012-11-26 08:00:00,5046,111,156,1781,0,0,"obrigada pelas mensagens de aniversario, gente enfim (60)",0
lucas_lima,Igor Alves,"pai do Theo, torcedor sofredor",2013-02-04 01:00:00,4976,1216,931,333,0,0,opiniao impopular: filme antigo e melhor que remake depois conto o resto (30),0
helena_lima,Paula Silva,musico nos fins de semana,2014-03-24 07:00:00,4563,204,308,1617,0,0,"obrigada pelas mensagens de aniversario, gente enfim (58)",0
mariana_souza81,Otavio Rocha,corredora amadora | 42k,2013-12-16 17:00:00,4660,339,165,169,0,0,recomendo muito esse restaurante novo no centro de Belem valeu quem ajudou (86),0
ana_rocha87,Nara Rocha,estudante de enfermagem,2026-08-15 00:00:00,36,16,406,102,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal",0
igor_lima37,Mariana Souza,"dev backend, cafe e gatos",2014-01-12 12:00:00,4634,401,359,224,0,0,"bom dia, cafe e mais um dia de trabalho por aqui valeu quem ajudou",0
paula_rocha,Diego Souza,"dev backend, cafe e gatos",2022-02-02 16:00:00,1690,104,113,632,0,0,recomendo muito esse restaurante novo no centro de Belem enfim (92),0
lucas_rocha9,Rafael Rocha,analista de dados em Salvador,2020-10-07 15:00:00,2173,106,122,343,0,0,"treino feito, 6km hoje. devagar mas chegando bora pra cima",0
lucro9300448,Renda Extra 24h,,2026-02-23 14:32:00,208,45,1355,5488,1,0,RENDA EXTRA de R$ 300 por dia!!! clique no link da bio e comece hoje https://is.gd/bzlwys,1
eduardo_lima81,Otavio Silva,fotografa e mae de dois,2022-01-31 01:00:00,1693,801,1202,1080,0,0,"chuva forte aqui em Sao Paulo hoje, transito parado amanha continuo (98)",0
diego_alves,Paula Silva,fotografa e mae de dois,2018-02-09 23:00:00,3144,228,71,1911,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo coisa de louco (9),0
nara_souza27,Carla Silva,fotografa e mae de dois,2025-05-25 23:00:00,482,54,48,109,0,0,"obrigada pelas mensagens de aniversario, gente (63)",0
lucas_lima,Mariana Alves,corredora amadora | 42k,2018-12-26 04:00:00,2825,71,143,718,0,0,"treino feito, 6km hoje. devagar mas chegando ate semana que vem",0
diego_rocha6,Gustavo Souza,"dev backend, cafe e gatos",2026-06-26 21:00:00,85,25,412,242,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio ate semana que vem,0
gustavo_alves65,Carla Souza,corredora amadora | 42k,2014-02-22 01:00:00,4593,15,20,374,0,0,"chuva forte aqui em Recife hoje, transito parado recomendo (76)",0
diego_rocha89,Nara Souza,analista de dados em Curitiba,2013-11-04 19:00:00,4702,604,583,264,0,0,"treino feito, 6km hoje. devagar mas chegando depois conto o resto (27)",0
otavio_lima,Lucas Souza,corredora amadora | 42k,2016-08-07 02:00:00,3696,144,298,102,0,0,"treino feito, 6km hoje. devagar mas chegando no mais, tudo tranquilo (46)",0
fernanda_silva96,Fernanda Rocha,"dev backend, cafe e gatos",2016-03-16 00:00:00,3840,92,160,179,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio no fim deu certo,0
promo1338383,Renda Extra 24h,,2026-06-03 16:10:00,108,3,1517,4894,1,0,"Cupom exclusivo de R$ 200, ultimas vagas, clique no link https://encurtador.com.br/3t6980",1
gustavo_silva,Paula Lima,"pai do Theo, torcedor sofredor",2014-05-20 06:00:00,4506,1387,1252,412,0,0,"chuva forte aqui em Goiania hoje, transito parado recomendo",0
gustavo_rocha,Nara Alves,estudante de enfermagem,2013-02-13 16:00:00,4966,310,611,3123,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo valeu quem ajudou (3),0
carla_silva,Fernanda Silva,"dev backend, cafe e gatos",2015-03-07 18:00:00,4214,1013,1501,469,0,0,opiniao impopular: filme antigo e melhor que remake,0
rafael_alves21,Paula Souza,"pai do Theo, torcedor sofredor",2022-09-11 17:00:00,1469,166,162,439,0,0,"obrigada pelas mensagens de aniversario, gente enfim",0
igor_alves56,Ana Rocha,,2013-10-18 23:00:00,4719,338,627,903,0,0,"treino feito, 6km hoje. devagar mas chegando coisa de louco (79)",0
helena_lima,Gustavo Rocha,estudante de enfermagem,2026-06-27 11:00:00,85,2,404,240,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal",0
diego_rocha91,Bruno Alves,,2016-03-16 09:00:00,3840,53,26,313,0,1,opiniao impopular: filme antigo e melhor que remake enfim,0
carla_souza62,Ana Souza,analista de dados em Recife,2015-05-16 08:00:00,4145,179,283,1626,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio no fim deu certo (70),0
paula_lima53,Gustavo Silva,,2024-05-14 00:00:00,859,122,45,262,0,0,"bom dia, cafe e mais um dia de trabalho por aqui no mais, tudo tranquilo (95)",0
otavio_lima,Paula Lima,estudante de enfermagem,2017-05-20 14:00:00,3409,321,442,159,0,0,"bom dia, cafe e mais um dia de trabalho por aqui no fim deu certo",0
juliana_alves50,Fernanda Silva,estudante de enfermagem,2026-08-03 14:00:00,47,2,402,130,0,0,"treino feito, 6km hoje. devagar mas chegando recomendo",0
promo9546018,Invest Bot,,2026-07-18 14:35:00,63,2,1660,3239,1,0,RENDA EXTRA de R$ 300 por dia!!! clique no link da bio e comece hoje https://cutt.ly/viad1r,1
igor_souza,Otavio Lima,,2023-07-20 16:00:00,1157,412,800,396,0,0,"chuva forte aqui em Salvador hoje, transito parado",0
nara_lima56,Rafael Silva,corredora amadora | 42k,2026-08-25 03:00:00,26,17,414,53,0,0,"chuva forte aqui em Belem hoje, transito parado ate semana que vem (65)",0
otavio_silva,Gustavo Silva,corredora amadora | 42k,2021-01-19 10:00:00,2070,2003,1442,467,0,0,"chuva forte aqui em Curitiba hoje, transito parado valeu quem ajudou (80)",0
lucro3228740,Renda Extra 24h,,2026-02-23 15:50:00,208,26,1729,8163,1,0,"Sinal gratis de aposta, lucro garantido hoje!!! https://bit.ly/xzc55a",1
user5916761,Renda Extra 24h,,2026-06-03 14:36:00,108,7,1656,6372,1,0,"Cupom exclusivo de R$ 200, ultimas vagas, clique no link https://tinyurl.com/xd9b83",1
igor_rocha,Carla Souza,musico nos fins de semana,2019-05-05 20:00:00,2694,400,518,1405,0,0,"terminei de ler o livro que a Nara indicou, valeu a pena coisa de louco",0
fernanda_souza8,Otavio Souza,analista de dados em Porto Alegre,2024-06-13 00:00:00,829,205,94,973,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio no fim deu certo,0
lucas_rocha,Otavio Silva,,2016-12-14 11:00:00,3567,41,65,1241,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio (22),0
bruno_silva52,Paula Rocha,corredora amadora | 42k,2018-10-24 16:00:00,2887,118,45,1264,0,0,"terminei de ler o livro que a Diego indicou, valeu a pena",0
otavio_alves30,Otavio Rocha,"pai do Theo, torcedor sofredor",2022-08-25 10:00:00,1487,198,415,1078,0,0,"treino feito, 6km hoje. devagar mas chegando depois conto o resto",0
lucas_rocha93,Otavio Alves,estudante de enfermagem,2013-08-14 20:00:00,4784,161,58,1134,0,0,"chuva forte aqui em Porto Alegre hoje, transito parado no fim deu certo (48)",0
juliana_silva21,Fernanda Silva,"dev backend, cafe e gatos",2024-10-25 11:00:00,695,515,464,1688,0,0,"chuva forte aqui em Sao Paulo hoje, transito parado recomendo (73)",0
rafael_silva,Mariana Silva,professora de historia,2017-01-13 19:00:00,3536,2405,908,105,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo ate semana que vem (49),0
otavio_alves,Helena Silva,musico nos fins de semana,2020-07-06 11:00:00,2267,1057,563,794,0,0,"terminei de ler o livro que a Carla indicou, valeu a pena",0
otavio_lima,Paula Souza,estudante de enfermagem,2013-04-09 15:00:00,4911,519,836,1002,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal recomendo (84)",0
nara_silva,Otavio Souza,analista de dados em Porto Alegre,2024-07-19 01:00:00,793,66,140,881,0,0,"opiniao impopular: filme antigo e melhor que remake no mais, tudo tranquilo",0
diego_silva,Ana Lima,analista de dados em Goiania,2025-10-15 05:00:00,340,170,189,4142,0,0,"chuva forte aqui em Goiania hoje, transito parado",0
fernanda_souza,Helena Alves,fotografa e mae de dois,2021-07-11 00:00:00,1897,24,21,808,0,0,"terminei de ler o livro que a Bruno indicou, valeu a pena no fim deu certo",0
ana9620574,Ganhe 1000,,2026-02-03 13:12:00,228,18,1584,5424,1,0,Airdrop de cripto liberado! dobre seu investimento em 24h https://encurtador.com.br/jve5xb,1
rafael_alves10,Gustavo Lima,"dev backend, cafe e gatos",2016-09-12 20:00:00,3659,786,1117,853,0,0,"bom dia, cafe e mais um dia de trabalho por aqui",0
carla_alves,Igor Silva,professora de historia,2023-05-31 12:00:00,1208,613,712,3202,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio enfim (53),0
invest925799,Ganhe 1000,,2025-10-13 13:54:00,341,9,2090,14280,1,0,"Sinal gratis de aposta, lucro garantido hoje!!! https://bit.ly/4t55qo",1
helena_silva,Diego Rocha,estudante de enfermagem,2024-06-18 10:00:00,824,1060,791,1249,0,0,"vagas limitadas no curso de bolo caseiro, chama no direct pra reservar",0
helena_lima90,Eduardo Rocha,corredora amadora | 42k,2023-10-23 15:00:00,1062,104,73,411,0,0,"treino feito, 6km hoje. devagar mas chegando recomendo (74)",0
lucas_silva56,Paula Lima,"dev backend, cafe e gatos",2021-11-13 12:00:00,1772,209,90,100,0,0,"terminei de ler o livro que a Lucas indicou, valeu a pena que dia (15)",0
eduardo_lima,Otavio Souza,analista de dados em Belem,2023-03-31 02:00:00,1269,143,245,801,0,0,"obrigada pelas mensagens de aniversario, gente bora pra cima",0
otavio_silva63,Carla Alves,,2022-10-08 16:00:00,1442,146,223,2345,0,0,"chuva forte aqui em Recife hoje, transito parado depois conto o resto",0
rafael_rocha82,Igor Rocha,professora de historia,2024-08-30 22:00:00,750,118,69,135,0,0,"bom dia, cafe e mais um dia de trabalho por aqui recomendo (89)",0
helena_alves,Helena Lima,corredora amadora | 42k,2024-04-29 05:00:00,874,2958,4086,3506,0,0,"chuva forte aqui em Porto Alegre hoje, transito parado no mais, tudo tranquilo",0
juliana_souza,Igor Rocha,"dev backend, cafe e gatos",2019-10-18 07:00:00,2529,504,222,51,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal (25)",0
rafael_rocha,Diego Silva,professora de historia,2024-02-08 11:00:00,955,82,178,1360,0,0,"alguem ai assistiu o jogo de ontem? que segundo tempo no mais, tudo tranquilo (88)",0
fernanda_souza,Juliana Prado,"pai do Theo, torcedor sofredor",2023-06-06 03:00:00,1202,138,195,405,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo enfim,1
promo707386,Promo 999,,2026-06-03 15:46:00,108,30,2632,3247,1,0,"Cupom exclusivo de R$ 200, ultimas vagas, clique no link https://cutt.ly/h4037z",1
eduardo_lima73,Otavio Rocha,estudante de enfermagem,2012-07-12 16:00:00,5182,141,261,6149,0,0,"terminei de ler o livro que a Diego indicou, valeu a pena amanha continuo",0
carla_lima52,Eduardo Souza,"dev backend, cafe e gatos",2013-11-01 22:00:00,4705,698,1092,390,0,0,"treino feito, 6km hoje. devagar mas chegando coisa de louco (69)",0
lucro3906142,Ganhe 1000,,2025-10-13 12:02:00,341,0,1490,13125,1,0,"GANHE DINHEIRO em casa!!! vagas limitadas, chama no direct agora https://tinyurl.com/ssntzi",1
gustavo_lima2,Bruno Alves,musico nos fins de semana,2023-05-06 11:00:00,1233,201,397,1237,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo amanha continuo,0
rafael_souza61,Otavio Souza,corredora amadora | 42k,2013-02-20 19:00:00,4959,841,440,1082,0,0,"chuva forte aqui em Salvador hoje, transito parado no mais, tudo tranquilo (47)",0
gustavo_lima,Juliana Lima,professora de historia,2019-05-15 01:00:00,2685,190,76,89,1,0,"terminei de ler o livro que a Igor indicou, valeu a pena no fim deu certo",0
mariana_rocha,Carla Alves,,2015-11-15 10:00:00,3962,91,70,940,0,0,"bom dia, cafe e mais um dia de trabalho por aqui bora pra cima",0
lucro1520227,Invest Bot,link na bio https://tinyurl.com/wgejts,2026-06-03 14:32:00,108,0,2249,5069,1,0,"Cupom exclusivo de R$ 200, ultimas vagas, clique no link https://tinyurl.com/wgejts",1
rafael_alves94,Paula Alves,estudante de enfermagem,2014-09-07 23:00:00,4395,328,370,402,0,0,"obrigada pelas mensagens de aniversario, gente (7)",0
mariana_souza,Rafael Alves,professora de historia,2022-01-12 19:00:00,1711,93,71,104,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio valeu quem ajudou (92),0
diego_rocha7,Eduardo Souza,musico nos fins de semana,2014-09-30 13:00:00,4372,104,98,966,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio,0
nara_silva,Rafael Martins,fotografa e mae de dois,2025-02-09 02:00:00,588,285,500,2675,0,0,"treino feito, 6km hoje. devagar mas chegando amanha continuo",1
diego_silva90,Eduardo Souza,professora de historia,2025-10-10 02:00:00,345,180,252,48,0,0,recomendo muito esse restaurante novo no centro de Goiania bora pra cima,0
bruno_alves,Carla Souza,,2012-09-09 16:00:00,5123,48,105,260,0,0,"dica pra quem estuda seguranca: pratique em laboratorio proprio no mais, tudo tranquilo (79)",0
promo3321476,Renda Extra 24h,,2026-02-23 13:07:00,208,19,2082,10945,1,0,"Sinal gratis de aposta, lucro garantido hoje!!! https://is.gd/a1v47c",1
igor_rocha7,Lucas Souza,professora de historia,2014-04-04 23:00:00,4551,588,950,292,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo depois conto o resto,0
ana_silva,Diego Silva,analista de dados em Porto Alegre,2014-07-09 01:00:00,4456,46,33,379,0,0,"chuva forte aqui em Porto Alegre hoje, transito parado que dia",0
otavio_souza,Helena Silva,estudante de enfermagem,2021-12-24 22:00:00,1730,486,471,70,0,0,recomendo muito esse restaurante novo no centro de Porto Alegre enfim,0
nara_souza,Rafael Rocha,professora de historia,2016-02-27 09:00:00,3858,378,410,1966,0,0,"terminei de ler o livro que a Helena indicou, valeu a pena no mais, tudo tranquilo",0
user1482127,Renda Extra 24h,,2026-03-02 13:21:00,201,25,2288,8204,1,0,"Sinal gratis de aposta, lucro garantido hoje!!! https://is.gd/khj2t4",1
rafael_silva75,Otavio Rocha,professora de historia,2022-10-19 20:00:00,1431,385,705,402,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal depois conto o resto (30)",0
gustavo_rocha97,Lucas Souza,,2021-09-01 12:00:00,1845,40,81,529,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal enfim",0
rafael_alves35,Bruno Silva,"dev backend, cafe e gatos",2024-02-10 00:00:00,953,799,1235,1462,0,0,"terminei de ler o livro que a Igor indicou, valeu a pena coisa de louco",0
carla_rocha16,Rafael Silva,estudante de enfermagem,2016-10-07 23:00:00,3634,64,28,159,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo bora pra cima (26),0
nara_alves76,Paula Alves,"dev backend, cafe e gatos",2015-08-17 13:00:00,4051,909,937,444,0,0,"terminei de ler o livro que a Carla indicou, valeu a pena ate semana que vem",0
helena_souza31,Igor Alves,professora de historia,2013-01-22 07:00:00,4989,61,21,1412,0,0,"chuva forte aqui em Sao Paulo hoje, transito parado no mais, tudo tranquilo (38)",0
user302463,Renda Extra 24h,,2026-02-23 12:42:00,208,56,2306,2876,1,0,"Sinal gratis de aposta, lucro garantido hoje!!! https://tinyurl.com/10c4re",1
mariana_alves,Mariana Silva,"dev backend, cafe e gatos",2025-01-08 15:00:00,619,1923,1866,721,0,0,"treino feito, 6km hoje. devagar mas chegando no mais, tudo tranquilo",0
fernanda_lima28,Eduardo Silva,,2024-12-26 21:00:00,632,77,135,884,0,0,"bom dia, cafe e mais um dia de trabalho por aqui depois conto o resto (63)",0
igor_rocha,Bruno Rocha,musico nos fins de semana,2022-02-11 15:00:00,1681,86,53,566,0,0,opiniao impopular: filme antigo e melhor que remake (3),0
juliana_rocha26,Igor Silva,,2013-06-01 04:00:00,4859,198,382,1153,0,0,"chuva forte aqui em Sao Paulo hoje, transito parado no mais, tudo tranquilo (46)",0
lucas_souza30,Igor Silva,estudante de enfermagem,2020-09-08 07:00:00,2203,460,338,170,0,0,"chuva forte aqui em Goiania hoje, transito parado recomendo",0
otavio_rocha,Paula Silva,fotografa e mae de dois,2026-09-03 23:00:00,16,34,409,68,0,0,"bom dia, cafe e mais um dia de trabalho por aqui no mais, tudo tranquilo (97)",0
lucas_souza,Diego Rocha,"dev backend, cafe e gatos",2025-04-11 03:00:00,527,86,108,1838,0,0,"terminei de ler o livro que a Fernanda indicou, valeu a pena enfim",0
ana6691823,Ganhe 1000,,2026-06-03 12:56:00,108,3,1636,2131,1,0,Airdrop de cripto liberado! dobre seu investimento em 24h https://encurtador.com.br/5jjotn,1
promo5614788,Invest Bot,link na bio https://bit.ly/fn72iq,2025-10-13 12:35:00,341,2,1375,5217,1,0,"Sinal gratis de aposta, lucro garantido hoje!!! https://bit.ly/fn72iq",1
igor_souza59,Otavio Lima,musico nos fins de semana,2019-08-04 03:00:00,2604,1610,744,1360,0,0,opiniao impopular: filme antigo e melhor que remake depois conto o resto,0
mariana_silva,Eduardo Rocha,musico nos fins de semana,2017-08-10 09:00:00,3328,155,282,195,0,0,"obrigada pelas mensagens de aniversario, gente enfim (97)",0
igor_silva1,Juliana Alves,estudante de enfermagem,2021-10-30 22:00:00,1785,1560,3429,464,0,0,"terminei de ler o livro que a Igor indicou, valeu a pena bora pra cima (4)",0
ana1426716,Ana 7712,,2026-02-23 13:16:00,208,24,2257,1832,1,0,RENDA EXTRA de R$ 300 por dia!!! clique no link da bio e comece hoje https://is.gd/vte04s,1
juliana_rocha,Mariana Rocha,musico nos fins de semana,2023-11-05 20:00:00,1049,104,97,2235,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal bora pra cima (21)",0
eduardo_souza,Gustavo Rocha,professora de historia,2022-10-05 05:00:00,1446,299,503,822,0,0,"bom dia, cafe e mais um dia de trabalho por aqui coisa de louco",0
paula_lima,Mariana Souza,analista de dados em Curitiba,2026-08-10 11:00:00,41,12,422,130,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio valeu quem ajudou,0
nara_rocha33,Rafael Rocha,"dev backend, cafe e gatos",2017-06-10 10:00:00,3389,169,171,338,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal no mais, tudo tranquilo (29)",0
ganhe7763760,Promo 999,link na bio https://bit.ly/vog6hs,2025-10-13 13:29:00,341,4,1458,10270,1,0,RENDA EXTRA de R$ 300 por dia!!! clique no link da bio e comece hoje https://bit.ly/vog6hs,1
carla_rocha71,Otavio Rocha,analista de dados em Sao Paulo,2026-08-02 02:00:00,49,36,472,182,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo no fim deu certo (72),0
carla_souza,Helena Souza,corredora amadora | 42k,2016-07-05 03:00:00,3729,1212,933,1515,0,0,"recomendo muito esse restaurante novo no centro de Sao Paulo no mais, tudo tranquilo (40)",0
juliana_alves63,Ana Alves,corredora amadora | 42k,2023-10-28 09:00:00,1058,424,169,436,0,0,recomendo muito esse restaurante novo no centro de Goiania,0
fernanda_silva,Bruno Alves,"dev backend, cafe e gatos",2017-12-12 01:00:00,3204,215,148,271,0,0,"obrigada pelas mensagens de aniversario, gente enfim (62)",0
ana7604331,Promo 999,,2026-03-10 14:38:00,193,8,2983,6887,1,0,SEGUIDORES GRATIS!!! siga de volta e me chama no whats https://cutt.ly/jx3h28,1
igor_rocha,Juliana Rocha,"dev backend, cafe e gatos",2019-02-15 18:00:00,2773,443,466,95,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio bora pra cima,0
paula_souza34,Rafael Souza,corredora amadora | 42k,2026-08-31 09:00:00,20,18,417,35,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo amanha continuo (85),0
eduardo_souza,Paula Souza,professora de historia,2024-07-08 08:00:00,804,524,236,474,0,0,opiniao impopular: filme antigo e melhor que remake amanha continuo (46),0
nara_alves56,Igor Alves,professora de historia,2025-03-30 23:00:00,538,200,188,297,0,0,opiniao impopular: filme antigo e melhor que remake valeu quem ajudou (11),0
ana3141657,Invest Bot,link na bio https://bit.ly/0hohbq,2026-03-02 15:02:00,201,41,1030,2867,1,0,Airdrop de cripto liberado! dobre seu investimento em 24h https://bit.ly/0hohbq,1
paula_alves,Gustavo Lima,"dev backend, cafe e gatos",2024-11-30 20:00:00,658,57,78,167,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo coisa de louco,0
carla_souza28,Diego Alves,musico nos fins de semana,2021-04-09 16:00:00,1989,545,842,2880,1,0,"terminei de ler o livro que a Bruno indicou, valeu a pena depois conto o resto (9)",0
eduardo_souza,Paula Rocha,corredora amadora | 42k,2022-03-24 03:00:00,1641,369,122,860,0,0,"terminei de ler o livro que a Ana indicou, valeu a pena (49)",0
helena_alves,Juliana Lima,professora de historia,2021-01-20 19:00:00,2068,867,228,42,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo no fim deu certo (52),0
carla_alves11,Rafael Lima,professora de historia,2026-07-30 11:00:00,52,6,402,166,0,0,recomendo muito esse restaurante novo no centro de Salvador amanha continuo (6),0
helena_souza,Igor Alves,musico nos fins de semana,2024-02-05 04:00:00,958,279,336,568,0,0,"renda extra? venha ser revendedora comigo, explico tudo https://tinyurl.com/f7us7s",0
helena_alves26,Mariana Silva,estudante de enfermagem,2016-08-27 16:00:00,3675,15,21,575,0,0,"treino feito, 6km hoje. devagar mas chegando ate semana que vem",0
bruno_lima,Rafael Alves,musico nos fins de semana,2020-02-18 03:00:00,2406,1021,1452,1327,0,0,"bom dia, cafe e mais um dia de trabalho por aqui bora pra cima",0
fernanda_souza26,Eduardo Alves,,2018-06-09 16:00:00,3024,65,51,446,0,0,recomendo muito esse restaurante novo no centro de Goiania enfim (20),0
lucas_silva26,Igor Silva,musico nos fins de semana,2013-07-21 02:00:00,4809,37,24,212,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio recomendo (39),0
paula_alves,Rafael Alves,"dev backend, cafe e gatos",2018-01-28 06:00:00,3157,119,226,259,0,1,alguem ai assistiu o jogo de ontem? que segundo tempo que dia (60),0
ana_souza,Eduardo Silva,analista de dados em Porto Alegre,2018-09-19 15:00:00,2922,2166,3944,329,0,0,"chuva forte aqui em Porto Alegre hoje, transito parado no fim deu certo",0
igor_rocha,Paula Alves,fotografa e mae de dois,2013-08-31 18:00:00,4767,291,603,183,0,0,"treino feito, 6km hoje. devagar mas chegando amanha continuo",0
